trade_date,sentiment,total_trades,total_volume_usd,avg_trade_size,total_pnl,avg_pnl,pnl_std
2024-10-16,Greed,11,80229.17,7293.560909090909,219.480876,19.95280690909091,35.58157491300189
2024-10-17,Greed,9,140531.75,15614.638888888889,36.11496,4.0127733333333335,12.830443659406326
2024-10-18,Greed,6,120331.43000000001,20055.238333333335,333.219141,55.536523499999994,51.489580908627175
2024-10-19,Greed,4,99996.86,24999.215,0.0,0.0,0.0
2024-10-20,Greed,96,176447.86000000002,1837.9985416666668,389.155797,4.05370621875,13.65197281145091
2024-10-21,Greed,173,324117.99,1873.5143930635838,2464.915564,14.248066843930635,40.07987913321128
2024-10-22,Greed,3,60000.36,20000.12,0.0,0.0,0.0
2024-10-23,Greed,18,210006.07,11667.003888888888,-46.489941,-2.5827745,6.37713910085234
2024-10-25,Greed,30,427883.18,14262.772666666666,13235.862071,441.19540236666666,1366.4039341402422
2024-10-27,Greed,4,90664.41,22666.1025,666.6623079999999,166.66557699999998,293.9572048762827
2024-10-28,Greed,13,121495.25,9345.788461538461,167.28016200000002,12.867704769230771,44.454488070634156
2024-10-29,Greed,53,613267.8099999999,11571.09075471698,801.170876,15.11643162264151,99.68468397007351
